sentences,review_ids,type,product_id
"With the wooden model, you will need to make a mouthpiece out of beeswax, which was much more simple than I thought, it's basically like playing with playdough and forming it.",R1LYENX8ZDTKAF,benchmark,B00275G6XQ
"super fun, easy, cheap.  ",RYE7HYJGUZY78,benchmark,B00275G6XQ
I recently learned how to play the didge and decided to order myself one that was reasonable.,R1W6MD8TQR7QCJ,benchmark,B00275G6XQ
but it sounds good when you get the hang of it.<br /><br,R3EDBL6W0WWUGU,benchmark,B00275G6XQ
Great product for the price.,R2VB2COYEUYMHZ,benchmark,B00275G6XQ
The only reason I didn't rate 5 star was because there is not enough information.,R2BD6M1ZNALH4X,benchmark,B00275G6XQ
My husband loves it and even with Bell's Palsy (another story) was able to make it sound beautiful and deep.,R2R77KN1ZL4Q6,benchmark,B00275G6XQ
This was my first didgeridoo and was really just for learning and experimenting.,R2SAPKBIHSVCPB,benchmark,B00275G6XQ
But I glued the crack and it plays perfect and has not had anymore cracks or problems since.,R1WAY4EFPF2EYB,benchmark,B00275G6XQ
this is a good option for someone who wants to try out the didgeridoo.,REDYLNI9TKRN0,benchmark,B00275G6XQ
I just received this item today and it was covered with black mold.,R11517XQK559FR,benchmark,B00275G6XQ
I received my second on and in less time it has developed a split near the mouth of the instrument.,R6SZWUWEU8MVK,benchmark,B00275G6XQ
"this is bamboo, you can expect several small cracks, but they probably don't affect the sound very much.",R2SAPKBIHSVCPB,benchmark,B00275G6XQ
Had it for a few months and cracks started at the top.  ,R3TM9V5BF4X9P0,benchmark,B00275G6XQ
"They're only $50 and are MUCH easier to play, sound better, look better, and are",R2SAPKBIHSVCPB,benchmark,B00275G6XQ
"A strap, sometimes also called strop, is an elongated flap or ribbon, usually of fabric or leather.",R3NF0ILKNCK0KP,positives,B0037M62AK
I love the retro look of these straps.,R3LDAP1EMVQ07B,positives,B0037M62AK
do need a button on the bowl end of your guitar to attach this to.,R2JPMZ67AZ5ZHG,positives,B0037M62AK
"Great color and pattern, this is a great guitar strap for a good price!",R1V5WWHUVMLS0O,positives,B0037M62AK
"On time, high quality and looks really sharp.",R1405R8BFW3M9L,positives,B0037M62AK
My son got a guitar for Christmas and we replaced the ugly black strap with this one.....he loves it!,R3FTOQYZF614U7,positives,B0037M62AK
The design is pretty darn cool!,R1H71HZ5105NKG,positives,B0037M62AK
It works for my acoustic guitar.,RVA02MNEBTGTP,positives,B0037M62AK
"Yes I would ,,buy is a great strap nice comfort nice price",R3OFJZ7BSR4614,positives,B0037M62AK
(the price is hard to beat too).,R3HLNJ4PX643HA,positives,B0037M62AK
The strap itself is incredibly stiff.,R1LPP3PPJDU8Z8,negatives,B0037M62AK
"Nothing special, not particularity comfortable and its popped off my guitar a couple times, though really from my negligence..",R26VDVHNCNHAPZ,negatives,B0037M62AK
This strap only arrived with one leather end to attach it to the guitar itself.,R1IOKMVXVIMS9G,negatives,B0037M62AK
I stuck it on a older guitar I rarely use and brought another one.,RXTVPCMP8DXS3,negatives,B0037M62AK
The strap itself is made out of pretty good material but the leather end holes could be bigger.  ,R3T49C7MYTJR14,negatives,B0037M62AK
This guitar strap looks cool and it's a good deal for the money.,R25ELA6HVFGNJF,benchmark,B0037M62AK
"I bought this particular guitar strap because it looks a lot like the first guitar strap I had fortysome years ago, and it does seem familiar although the colors are slightly different than those of the ancient guitar strap.",R1LRCYN2BNGK9U,benchmark,B0037M62AK
"For the price I can't complain.<br />Not a bad product, adjust easy and trustworthy of not dropping my guitar.",R1H71HZ5105NKG,benchmark,B0037M62AK
"It is sturdy and looks great, and is under $10.",R2JAMRR7HUXBM1,benchmark,B0037M62AK
It works.,R1V2CPQN3KDSZ1,benchmark,B0037M62AK
Planet Waves makes quality gear.,R2364HA4HEIJ3E,benchmark,B0037M62AK
This guitar strap has the funkiest design on it.,R2FJV0R4DWVPQV,benchmark,B0037M62AK
"I'm happy enough with this, it looks okay and fits properly so what more could you ask for.",R3TW7FPI305KGP,benchmark,B0037M62AK
I was able use it anyway on my guitar.,R12IRU5QEG6OAG,benchmark,B0037M62AK
"I have a piece of beading that I did with a Naval theme, consisting of a piece with a piece of gold bordered red white and a blue background with stars added alternating from top to bottom.",R1YY3IKBJU0YQR,benchmark,B0037M62AK
This strap is pretty thin.  ,RJEE7J0QKE3LL,benchmark,B0037M62AK
"If you're accustomed to using a suede guitar strap, this one might be tough to switch to.<br",R1KS2UGBJNN9H6,benchmark,B0037M62AK
I couldnt use it with my guitar.,R5M39ED8UC9WN,benchmark,B0037M62AK
"The suede will stretch a little over time and this is very important to know cause a keyhole WILL NOT HOLD the weight of the guitar,",RUJCC87NAM1W6,benchmark,B0037M62AK
"/><br />It seems like a pretty well item, but the shiny thread on the inside won't &#34;grip&#34; my shirt.<br /><br",R1KS2UGBJNN9H6,benchmark,B0037M62AK
It works!,R1HHSQDOWZ6UK6,positives,B0002E3FCO
"The metal neck is a bit hard to use to get it to the position, but if you need a cheap pop filter then it does exactly what it's suspose to.",R1V5POAD7ENL1E,positives,B0002E3FCO
It works good and was a decent price.,R2CWTNRJVFEKW1,positives,B0002E3FCO
"It really stops the p, t and s sounds that sound annoying in recording, I really recommend this filter!",ROYNBDSF435GD,positives,B0002E3FCO
it leaves a little dent in the wood because you have to tighten it a lot in order for it to be stable...,R2ZC0BRT1ARAMX,positives,B0002E3FCO
Great quality and truly makes a difference!,R3LU9CJG21JEOE,positives,B0002E3FCO
"Not the best you can buy obviously, but for the home studio on a budget, you can't beat it.",R10JY6HSAIUGCB,positives,B0002E3FCO
"I use this pop filter with a Blue Yeti mic, and I love it.",R1FZPM2KYUTZ1P,positives,B0002E3FCO
"Awesome,it can even hook up to my desk XD",R7L37K03DZXYQ,positives,B0002E3FCO
"\\""S\\""s still get through to the mic",R1HSYBVSQW1CAR,negatives,B0002E3FCO
If I could figure how to setup this I might bring it out of my junk box,R3COVVJPHI71QF,negatives,B0002E3FCO
I found the product to be too 'non-resilient' for the rigors of studio use.,R2H94XNVX1VTC3,negatives,B0002E3FCO
the clamp is an odd shape that doesn't secure well to the square arms of the boom I purchased.  ,R10S1Y42LF5EMX,negatives,B0002E3FCO
The filter screen is damage.,R1J3K9P2S9QK28,negatives,B0002E3FCO
It doesn't attach to the stand securily and the gooseneck is too flexible.<br />Very,R14HS0A0LYM6G0,negatives,B0002E3FCO
"Eh its not the best some loud \\""P\\""s and",R1HSYBVSQW1CAR,negatives,B0002E3FCO
"I like this filter, and it gets the job done.",RDFF0GRSGVEV6,benchmark,B0002E3FCO
makes it a solid choice for a pop filter.,R1C0D49PQMA905,benchmark,B0002E3FCO
"Nothing too fancy, just a solid condensor mic and editing.",RW1CTC4CAVVC7,benchmark,B0002E3FCO
Works great!,R1OIU9JGUAHX98,benchmark,B0002E3FCO
""" I tried to use it as a pasta filter but ran into the same problem as with the popcorn.",R2TA1KG74M2H8J,benchmark,B0002E3FCO
i probably bought this product with amazon like three years ago and i still have it on my mic stand and use it everytime,R11VS0XN61WQZS,benchmark,B0002E3FCO
Does just what is needed - at a good price.,R1YBII8S6QYROS,benchmark,B0002E3FCO
"(and, I imagine, studio) recording, is that microphones can pick up the sound of air rushing out of your mouth.  ",R27U5BFID38NJX,benchmark,B0002E3FCO
"It offers complete resistance against 'popping', and is of high-quality build.",R3SAE12G2P3MZ2,benchmark,B0002E3FCO
"The gooseneck is very weak, but it still holds up the filter as long as you don't bump it.  ",R1LUOHW0D35I4D,benchmark,B0002E3FCO
This pop filter is very cheaply made.  ,RVALOZ9ZEBVI8,benchmark,B0002E3FCO
Maybe that means it was a used item??,R309NPYF0MYNB2,benchmark,B0002E3FCO
They do NOT make a huge difference on recording quality unless you're using Top-of-the-line microphones.,R3BOQP6Q4MCAQD,benchmark,B0002E3FCO
The filter screen is damage.,R1J3K9P2S9QK28,benchmark,B0002E3FCO
"The clamp that is at the \\""bottom\\"" of the plastic ring which allows it to be mounted to the bendable arm fell off after just a few uses.  ",RVALOZ9ZEBVI8,benchmark,B0002E3FCO
This is a good cover to project the keyboard from easily getting dusty but the material is slippery and makes it a bit tricky to get over the keyboard.,RW9FVIKIAN19G,positives,B0002CZTIE
Very stretchy material fits over  my Yamaha PSR keyboard and keeps the dust off.  ,RJEKRGYRT6ZNS,positives,B0002CZTIE
"There was an American made cover that fit perfectly, unfortunately they are no longer available.  ",R1TTVNI9PHQ68A,positives,B0002CZTIE
I love the adjustable elastic cord to keep it snug!,R180C51A1HHLI3,positives,B0002CZTIE
I would recommend the product to others looking for a quality cover.,REFCAXOSPST3,positives,B0002CZTIE
"As far as looks go , It is a black keyboard cover with wrinkles.",REJN4V06ASN5U,positives,B0002CZTIE
"It works quite well,  The Gator GCK1540 does fit well for several of the 61-key boards that I own.",RO8DF6AB2TQ07,positives,B0002CZTIE
Only thing is the price - my keyboard case only cost $39...,RXQK8F24BK1EG,positives,B0002CZTIE
It has a elastic cord to keep a snug fit.,R238L0GZFHYCUP,positives,B0002CZTIE
It is a much better quality cover than the plastic one used previously.,R1NMTE2C2VNJNF,positives,B0002CZTIE
"I assume the Keyboard Cover would cover the entire keyboard, but it only covers the top and sides, the bottom is exposed.",R3NF1GC0JQZCKK,negatives,B0002CZTIE
"And, that means the seams will eventually fail due to excess stress.",R2QD4H5CVBRLRX,negatives,B0002CZTIE
It works fine with my 61 Keyboard Yamaha PSR248.,R2KNYY8XBVDKS0,benchmark,B0002CZTIE
"I used this cover for my Yamaha NP-30 keyboard - while the cover is on the wider side and my keyboard is narrow, it still works great since it's so stretchy.  ",R1AXOUFTEVPKOM,benchmark,B0002CZTIE
Very stretchy material fits over  my Yamaha PSR keyboard and keeps the dust off.  ,RJEKRGYRT6ZNS,benchmark,B0002CZTIE
"The drawstring provides for a snug enough fit to keep out the dust on the Korg Kronos 61, but it's stretchy enough to fit the 73 key version as well.  ",R2QYZBLTBEKMNH,benchmark,B0002CZTIE
Fits fine the Casio CTK-3200 61 key.,RMN0MTYFECD01,benchmark,B0002CZTIE
61 key great and looks SO much better than the old sheet I had draped over the keyboard.,R2CLUZPX65QQ3N,benchmark,B0002CZTIE
"Reminds me of a very good fitted bed sheet, but better because of the stretchable material plus dust does not pass through it like a bed sheet.",R349D7L9CIOLFP,benchmark,B0002CZTIE
It works but it was a bit of a stretch.,R35THT2GQL08OR,benchmark,B0002CZTIE
"Easy to work with, keeps the dust off.  ",R37ZQ969UIURO7,benchmark,B0002CZTIE
I am also big on EASY TO USE stuff,REJN4V06ASN5U,benchmark,B0002CZTIE
This fits my Alesis QS-7 Keyboard.  ,R3TN2554SDOAJ8,benchmark,B0002CZTIE
mention this due to the fact that cases and covers are often listed by number of keys with no regard to this design,R3TN2554SDOAJ8,benchmark,B0002CZTIE
These are by far the greatest guitar picks the world has ever known.  ,R3EIJWDFDYU11T,positives,B0002GOJZO
I absolutely love these picks!  ,R1FUIXB9Y2GR2H,positives,B0002GOJZO
I would recommend these for any style of playing.,R9E4ZIHBZEZXA,positives,B0002GOJZO
I'm a beginner.,R6QK1E9DVAAJH,positives,B0002GOJZO
"It took me a few sessions to get used to these picks - since how you grip them changes the experience, from a thin",R17Z9C8UCJ27BL,positives,B0002GOJZO
Very comfortable and easy to hold while playing the guitar.  ,R9G2IBBDE3AV7,positives,B0002GOJZO
You can use a single pick for a variety of stiffness situations.  ,RKBPAGNTTQIC5,positives,B0002GOJZO
Takes a little getting used to but works great.,RKBPAGNTTQIC5,positives,B0002GOJZO
I'm going to miss my bandmates but at least I still have these fantastic picks!,R3EIJWDFDYU11T,positives,B0002GOJZO
"I have to admit they are a bit pricey, compared to other picks.",R1XZAFTEKSM814,positives,B0002GOJZO
's something that I've found for keeping a pick from sliding or turning in my fingers,RP66WQX3EQMLH,negatives,B0002GOJZO
Unfortunately they feel too chunky to use and the colored tip grips the strings in an unfortunate way making it difficult to play.,R229W415PZEYRQ,negatives,B0002GOJZO
The black material is very slick and not grippy at all.  ,R24XGJD1JLTGKU,negatives,B0002GOJZO
dont waste your time energy or money.,R345Z9CU1E6ERH,negatives,B0002GOJZO
Probably wouldn't buy it again (would go with something sturdier) but for the price (which is technically pretty steep for amazon guitar picks) its not too bad.,R1N1DPME0W6E2I,negatives,B0002GOJZO
"As a homemade fix, I have dipped the rear of my other picks in liquid electrical tape and that gives a nice, grippy surface.",R24XGJD1JLTGKU,negatives,B0002GOJZO
Slipping picks has always been a big problem for me.....,R7KD56LL1TZ24,benchmark,B0002GOJZO
My husband is a musician and he really liked the grip on these picks.  ,R10SRTTIRC15A9,benchmark,B0002GOJZO
"I've tried all of the gimmicky guitar picks, from the old stylus trainer to Dunlop jazz picks and beyond.",R1F4MHTZJXCQ4P,benchmark,B0002GOJZO
I moved to the Dava in hopes of improving technique.<br /><br />This,R2V5A1O7KK38OL,benchmark,B0002GOJZO
"Now that I have these pick's, I'll never use another brand!",R2URJ54GSRPY7I,benchmark,B0002GOJZO
", it may not deliver if you're using it for other genres.<br />The bevel tip yields additional dynamics when struck",R342JF5CPS0QTV,benchmark,B0002GOJZO
I absolutely LOVE these picks.,R17UI2AVOLCS7Z,benchmark,B0002GOJZO
I recommend the Dunlop Black Fang or the Dava Master Control with Nickel tip for downpicking; the nickel tip with flexible gauge is genius!,R342JF5CPS0QTV,benchmark,B0002GOJZO
"Has survived the cat many a time stealing it and playing around with no ill effects, feels good in my fingers and I am happy with it.",R1K96KEC82YMDP,benchmark,B0002GOJZO
I bought this batch of picks when I realized my Davas from three years back were all,RI4EQ2JVVKN0H,benchmark,B0002GOJZO
and you could get picks with rubber grips.,RQ07SY5YUB6V8,benchmark,B0002GOJZO
I found the grip to be a little too bulky.  ,R2IC9P13SPC0B7,benchmark,B0002GOJZO
"Mistakenly, I assumed this slightly larger Delrin pick would have similar qualities to the grippy Dava jazz pick that I so enjoy playing.",R3KTXSU80OSHI1,benchmark,B0002GOJZO
Probably wouldn't buy it again (would go with something sturdier) but for the price (which is technically pretty steep for amazon guitar picks) its not too bad.,R1N1DPME0W6E2I,benchmark,B0002GOJZO
"When you're digging into a solo, there is a clicking sound when you go from the black part to the red.",RP66WQX3EQMLH,benchmark,B0002GOJZO
"Maybe fine for strumming, or if you only use the very tip of the pick, but not if you like to dig in and use more of the pick.<br /><br />Here",RP66WQX3EQMLH,benchmark,B0002GOJZO
Fit in my ears like ear plugs with great sound quality and comfort....,R3GMA6MFOILJ93,positives,B000VHUE0S
Would still recommend them because the cost of ownership is basically $30/yr.,R15DU55LU586Z6,positives,B000VHUE0S
Unfortunately I chose to go with the best price and that was with Barney's Electric.,R2FSUE4LDMDK6C,positives,B000VHUE0S
Tried several different in-ear headphones.  ,R12J3W7VQU3O9E,positives,B000VHUE0S
The wrap around earpiece insures the earphones stay secure and inplace while exercising.,R1JAPTDCCACL9Z,positives,B000VHUE0S
I would definitely recommend these for anyone who doesn't work with -- and no offense meant to the ladies out there -- a bunch of old cackling hens who love to gossip.,R3RS4ZQM14C3OP,positives,B000VHUE0S
They work as they should (after you find how to use them correctly).,RI5BEAM3VIUNF,positives,B000VHUE0S
"Testing a variety of music, I found that dance, techno, hip hop is where these phones really shine.  ",R2JMDQ4V30QO7E,positives,B000VHUE0S
"It is helpful that this set includes two styles of earbuds in three sizes each, so you can experiment and find one that works for you.",R1BW1WQ8YLR4L1,positives,B000VHUE0S
Awesome sound and great external noise isolation.  ,R36XEYMJNYCDPB,positives,B000VHUE0S
Thanks for everyone's helpful reviews.,R2F1T88V8FXHJB,negatives,B000VHUE0S
There are much better noise isolation earbuds at the $50 price range.,RPH9HCKU07U7X,negatives,B000VHUE0S
"However, in order to bring up the bass, the volume has to be brought up to almost deafening levels.",R1DQ7T1FB3L9H1,negatives,B000VHUE0S
"save your money, buy the $15 target specials",RUWWCF4T4Z96A,negatives,B000VHUE0S
so I'm out of luck getting a replacement.  ,R3WKEMK0HL302,negatives,B000VHUE0S
The bulky earphone wires hit everything.,RR579EG76RNGZ,negatives,B000VHUE0S
"I don't feel these are the best headphones that the money could have bought, and the poor rating is based upon my disappointment on the Store \\""Price Grabber\\""     Two out of Five stars, 'nuff said.",R1YWPSEST10GHZ,negatives,B000VHUE0S
"Still, the sound is very muddy and there is very little bass.      ",R2Q92S4TAYNL25,negatives,B000VHUE0S
"He got these Shures because not only do they provide uninterrupted sound, they also dampen every other sound.",R31WA7JP3UPS08,benchmark,B000VHUE0S
"say that Shure headphones are designed for professionals, and they're not kidding.",R2BNSHC0E3TXID,benchmark,B000VHUE0S
but when compared w/other modern earphones in the price range (like the Klipsch S4s),RNC6673VP3XH4,benchmark,B000VHUE0S
"When I first put in these earphones, there was no noise deflection and NO BASS.  ",R3N1ASPPPUXYU,benchmark,B000VHUE0S
"If you don't mind wearing ear plugs for extended periods of time, want to block out external noise, and you want high quality ear buds, these are for you.      ",R1IP8UM26SFJNX,benchmark,B000VHUE0S
"However, I do not recommend them for running outside since you can not hear any outside noise.",RWD930SVUFGD7,benchmark,B000VHUE0S
Yes they fit tight in your ears,R2TX4H9V2GIMFW,benchmark,B000VHUE0S
(I'm using the foam ear pieces).  ,R3RMSLTA06Y9QI,benchmark,B000VHUE0S
"The Shure SE110s are excellent earbuds for the casual listener, however the more discerning listener and the amateur audiophile should probably go for more expensive Shures.     ",R19T4073BZBSL2,benchmark,B000VHUE0S
Take your time to figure out which of the little attachments work best to fit into your ear.,R3PMKFYSZGDZFW,benchmark,B000VHUE0S
"They sound better than the apple ear buds, but not too much, they lack a little low end.",R2AXWWR062Z6BN,benchmark,B000VHUE0S
"There is a very distinct lack of bass to these, they completely lack punch, and overall have a tinny sound compared to their direct predecessor - the Shure E2C.   ",R39KRNVKBIB8GR,benchmark,B000VHUE0S
Sound is the most important thing to me with headphones.,R1HINPQ6OEV48H,benchmark,B000VHUE0S
When compared against the ipod stock earbud's the Shure SE110's are excellent.,RQF7FCVDQH2KX,benchmark,B000VHUE0S
"On a final note, the sound quality is not significantly better than other earbuds, in my opinion.",R61XGLZ4PWUSP,benchmark,B000VHUE0S
"Here on Amazon I have been on a week-long mission reading various reviews to find some \\""great sounding earbuds\\"" for under $100.",R1OPJAI3J015QS,benchmark,B000VHUE0S
I tried all the different sleeves and attempted to but the earphones in different angles so that I could squeeze more bass out of the things... but they wouldn't deliver.,R2E8BD9BDEW2KX,benchmark,B000VHUE0S
I do like the quality of fit with my ear with the foam tips,R17P287PFTQKGG,benchmark,B000VHUE0S
"But yes, I recommend this product for guitar beginners.",R20IPMRPZEUXL9,positives,B005CQ2ZY6
Invaluable to me.,R2FJIKPORLIKU4,positives,B005CQ2ZY6
"Sound quality is top-notch, as expected from other reviews.",R2HM965HPMIV1I,positives,B005CQ2ZY6
I use the zoom to send files to other band members.,R25YXDI4US5758,positives,B005CQ2ZY6
"Never bought a digital voice recorder before (I have used field recorders for video) , this time I bought it for my podcast recording.",R1LNZEL6YEGU5N,positives,B005CQ2ZY6
"It is an excellent recorder, great clarity.",R36ZOGTHCYJX78,positives,B005CQ2ZY6
It also works as a usb microphone to record directly to the computer.,R1LCU03E8Q8VFA,positives,B005CQ2ZY6
"I bought this with doubts, but I received and inmediately used it and the results are awesome for the money, so I recomend it.",R175QP122RM3QH,positives,B005CQ2ZY6
Fantastic...a bit too sensitive.,R3JQUGTBVO2CRB,positives,B005CQ2ZY6
"(the case, the pop filter, and the remote are well worth the price).",R21QXHYSFHO6CV,positives,B005CQ2ZY6
but I could've done without for my purposes.,R2G78F8CPQ1QDL,negatives,B005CQ2ZY6
The return policy is 30 days,RJUJS7YDC7G22,negatives,B005CQ2ZY6
"Sounds great 100Hz and up, but does a poor job below that.  ",R13QZ6XGW6ACMX,negatives,B005CQ2ZY6
Great item.,R3FE64ZA6VCZXG,negatives,B005CQ2ZY6
and Im stuck with a $159 paper weight .,RJUJS7YDC7G22,negatives,B005CQ2ZY6
worse is this problem is known by the folks at Zoom and in over two years they have NOT CORRECTED this obvious design flaw.,R2U9T71K316SQM,negatives,B005CQ2ZY6
VERY VERY VERY LOUD phone buzz when using GSM phone nearby.<br />it,R2V5K7F6KROSET,negatives,B005CQ2ZY6
It's really not complicated and the quality is suitable for simple demo quality recordings.<br /><br />I've recorded our bluegrass group's rehearsals using 2 channel surround mode and the quality really is amazing.  ,RAPJ53C3MSUOC,benchmark,B005CQ2ZY6
Love the ease of use and the ability to directly record to mp3.,R3FNC6R0OQPOOC,benchmark,B005CQ2ZY6
"I've heard this latest Zoom acquit itself quite nicely, with a focused and balanced soundstage despite (not necessarily because of) the extra mic capsule.  ",RU639EU5JVZSQ,benchmark,B005CQ2ZY6
"But this recorder is too good for what I paid to pass up, and keeping",RJIQ2CXZ8X53,benchmark,B005CQ2ZY6
", i bought it to use it as a universal recorder, nice build quality, although its all plastic, i loved the black mic mesh.<br /><br",RPGZDVG5VGNPH,benchmark,B005CQ2ZY6
"Having ordered and used the Zoom H2 for just a few days, I waited for the new and improved H2n.",R11LIV6VOK4CFB,benchmark,B005CQ2ZY6
mic gain wheel,R1ED9DIGQ02O8C,benchmark,B005CQ2ZY6
Bought this to record practice sessions (classical piano music).,R18BW8GO4X6ZJR,benchmark,B005CQ2ZY6
"/converting the audio, right inside the H2n unit (without external computer).   ",R1828OJBFLAR,benchmark,B005CQ2ZY6
"Well, then I would suggest buying this little device.",RET5IVL7X16GP,benchmark,B005CQ2ZY6
I just opened up my third H2n recorder to see if THIS ONE works!  ,R1XNTP1WZH1A0X,benchmark,B005CQ2ZY6
I probably get used to  &#34;touch-screen &#34; devices like iPhones/iPads now a days.,R3TDXHUPUDHW2B,benchmark,B005CQ2ZY6
"My main complaints with the H2n revolve around the hardware and not the quality of the recordings it captures, although the PCM-M10 is in fact quieter.",REKS5CWK0MWW6,benchmark,B005CQ2ZY6
the only bad thing is that the recording quality is little less that,RNAH6F8NJB7X5,benchmark,B005CQ2ZY6
I like the design and easy functions but hate the loud noises even at 5 mic level,R2HPWNZ3AEA738,benchmark,B005CQ2ZY6
"I cannot distinguish the subtle quality of my recording, so I had to use earpieces",R3TDXHUPUDHW2B,benchmark,B005CQ2ZY6
I cannot get any sound from my folder where I recorded something.,R5FLZZO9DFU3D,benchmark,B005CQ2ZY6
"I got a different tuner for free in the past, but I always use this one now.  ",R3JMFQ6Q209794,positives,B000EE8YPK
"There is a small fold-out support piece built into the back of the unit to aid in standing it in an upright position; it works fine on a hard, level surface but is virtually useless on anything else.",R1AYSD75SVJBA1,positives,B000EE8YPK
"The Korg CA-40 Electronic Chromatic Tuner has wide range that covers A0 (27.50 Hz) - C8 (4186.01 Hz), you can tune a variety of instruments with the Korg CA-40, including wind, string, and keyboard instruments.",R35OOYXIZZAGQM,positives,B000EE8YPK
We got the plug in mic with it for the price of a clip on tuner.,R3HISUYWE13CIT,positives,B000EE8YPK
"I love it  along time battery and clear screen but need quite room for using this ,,,,,,,,,,,,,, ok",R1D8J2535RVRCW,positives,B000EE8YPK
Training to tune and repair pianos...,R1L8GYIAF8HW1P,positives,B000EE8YPK
Perfect for guitar  Not as good for my ukulele  ,R2BBLEX0I3XXKV,positives,B000EE8YPK
i use it for piano tuning  and find it just as good as its prededcessor (Korg CA30).  ,R239L2BD4XS0FE,positives,B000EE8YPK
"I bought this specifically for tuning a piano, but will work also with other instruments.",RRX61K4XI9S55,positives,B000EE8YPK
I return it to amazon and exchange it.,R2AH5020J318JQ,negatives,B000EE8YPK
I needed this to tell me voice frequency in Hz.  ,RN8TCY6JOBRAC,negatives,B000EE8YPK
"Failure started with on/off switch working erratically,  finally the tuner could not be switched on at all.  ",RGJY8PHW2UWXU,negatives,B000EE8YPK
so I am stuck with it.,RPDD5W6JFCUKM,negatives,B000EE8YPK
am glad the Korg died a premature death!<br,RKCG29FUN548H,negatives,B000EE8YPK
This tuner is right on.,R3IEBRZGTQA5XP,benchmark,B000EE8YPK
I have two autoharps to tune.,R1538OJ7591DCS,benchmark,B000EE8YPK
Easy to use in tuning my CELTIC Harp,R1CH3D3XBSC5Z5,benchmark,B000EE8YPK
"Simple to use, gives the correct reading right on the tune and it is easy to store away in the guitar case.",R1U0OV4D09U1J5,benchmark,B000EE8YPK
Simply works well and easy to understand.,R3PF3W1NXE70S8,benchmark,B000EE8YPK
I was pleasantly surprised to find the Korg CA-40 Chromatic Tuner lived up to its expectation - based on user reviews.,R11GY0HLEF2W9I,benchmark,B000EE8YPK
"I've always wanted to learn how to tune a piano, especially ours, a birthday gift from the wifey, but knew that using an \\""A\\"" tuning fork wasn't going to work for me.  ",RV49QZOJSUFI8,benchmark,B000EE8YPK
"When the cagey college kid came by claiming to be a piano tuner, I offered to trade business cards graphic design for his service, and said, go ahead, tune it.",RP2WW39W9ESD4,benchmark,B000EE8YPK
"great price, fantastic product, great service.",R2U8V42W7IJ9QU,benchmark,B000EE8YPK
This tuner is not very good for bass.,RPDD5W6JFCUKM,benchmark,B000EE8YPK
That means when I try it use it on my music,R1EEGA07Q52233,benchmark,B000EE8YPK
"This is not taking anything away from the Korg CA-40, just a personal opinion.  ",R25OCH453NCDF5,benchmark,B000EE8YPK
I have a Quick Tune tuner that has lasted 10 years and still works.  ,R2GL90DK8FGSAZ,benchmark,B000EE8YPK
I use this tuner to tune my violin.,RGJY8PHW2UWXU,benchmark,B000EE8YPK
"I bought this little stand because we are traveling a lot this summer, and I just love it.  ",R3VGJEA496VKQ3,positives,B00PIQMT7S
The only short coming is that the shelf is not very wide so you can't load it up with music and a piece of music with a fold memory will likely come off.  ,RGIJH2O3M1QXA,positives,B00PIQMT7S
"Very well made, folds down and is great to travel with.",RMRLWXGXOEBIL,positives,B00PIQMT7S
", they were a good price, and good customer service.",R1XF24VHPTKXSP,positives,B00PIQMT7S
Just received stand and seems to be a good stand.,R3M45X1G9J06BF,positives,B00PIQMT7S
"The bag is a nice plus and allows just tossing the unit in a mike stand bag, etc.  ",R1TK42ZYIBJTUU,positives,B00PIQMT7S
It is one thing to be pleased with a product,R3CM329S79BI79,positives,B00PIQMT7S
"Lightweight and easy to put up, these music stands are wonderful to carry around and use.",R2X870WCM2P3KN,positives,B00PIQMT7S
Adequate adjustment for angle and height with stability.,R3FLHCYJ9F1L21,positives,B00PIQMT7S
"I wanted it to work because it was the perfect size and price, but had to return in the end.",R1KXM4JFS7UJ91,negatives,B00PIQMT7S
My community band travels to many  different venues and charity events making a larger more solid stand very cumbersome to travel with in addition to moving a big tuba around as well.,R2VYOEJYP59DCL,negatives,B00PIQMT7S
"A little light for the purpose I had in mind and not as stable as I need, but for it's intended purpose I would say excellent.",RVKXT69GI4C22,negatives,B00PIQMT7S
What I did not like were the 3 emails to give a feedback.,R30HVXI4GCKVYG,negatives,B00PIQMT7S
Unfortunately it did not  work well for me.  ,R2VYOEJYP59DCL,negatives,B00PIQMT7S
One was working the other one was already bend when received the paint flake off as well.,R2BVYV70CRLWR0,negatives,B00PIQMT7S
The most important was the folding music stand with the carrying bag.<br /><br />This,R1P15EPI175FSY,benchmark,B00PIQMT7S
Great product and great quality.,RQE6W24B9WP44,benchmark,B00PIQMT7S
I especially like the travel case.,R3VGJEA496VKQ3,benchmark,B00PIQMT7S
Very light.  ,R9RPAVV47NPBT,benchmark,B00PIQMT7S
I got this for my son who is taking music lessons in school.<br /><br />The height of this music stand can be adjusted which means if it does not break I can really use it for a long time.,R28JGF4X6158BD,benchmark,B00PIQMT7S
"I was looking for a sturdy stand that wouldn't be too obtrusive as it will be set up and used nearly daily  at home, but  that could also be tucked away easily when desired.",R3Q0M6LI4524EE,benchmark,B00PIQMT7S
fast shipping - great stand - great price,R3BEKH78RINTCC,benchmark,B00PIQMT7S
"Sturdy, packs well, decent height for standing, and sliding adjustments are secure and allow precise setup",R1I98Q4ALQ8X9D,benchmark,B00PIQMT7S
But the holes for holding the music desk onto the stand were apparently drilled,R2OOQO90QBC1H4,benchmark,B00PIQMT7S
